Vtype,Vehiclecount,Vehiclemass,EngineKW,Delivery,Retirement,Lengte,Source,Perioden,Waarde,Class,Onderwerp
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2012,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2012,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2012,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2012,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2012,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2012,50,Transit,84000
V250,19,438,5500,2012,2013,200.9,https://nl.wikipedia.org/wiki/V250,2012,19,Transit,438000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2012,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2012,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2012,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2012,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2012,246,Transit,86000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2012,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2012,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2012,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2012,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2012,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2012,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2012,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2012,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2012,45,Transit,84000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2013,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2013,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2013,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2013,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2013,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2013,50,Transit,84000
V250,19,438,5500,2012,2013,200.9,https://nl.wikipedia.org/wiki/V250,2013,19,Transit,438000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2013,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2013,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2013,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2013,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2013,246,Transit,86000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2013,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2013,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2013,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2013,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2013,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2013,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2013,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2013,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2013,45,Transit,84000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2013,17,Transit,667000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2014,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2014,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2014,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2014,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2014,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2014,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2014,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2014,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2014,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2014,246,Transit,86000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2014,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2014,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2014,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2014,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2014,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2014,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2014,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2014,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2014,45,Transit,84000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2014,17,Transit,667000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2015,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2015,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2015,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2015,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2015,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2015,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2015,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2015,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2015,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2015,246,Transit,86000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2015,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2015,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2015,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2015,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2015,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2015,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2015,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2015,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2015,45,Transit,84000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2015,17,Transit,667000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2016,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2016,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2016,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2016,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2016,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2016,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2016,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2016,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2016,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2016,246,Transit,86000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2016,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2016,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2016,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2016,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2016,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2016,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2016,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2016,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2016,45,Transit,84000
FLIRT3,6,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2016,6,Transit,126000
FLIRT3,58,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2016,58,Transit,126000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2016,17,Transit,667000
FLIRT3,36,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2016,36,Transit,126000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2017,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2017,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2017,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2017,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2017,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2017,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2017,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2017,5,Transit,108000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2017,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2017,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2017,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2017,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2017,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2017,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2017,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2017,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2017,45,Transit,84000
FLIRT3,6,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2017,6,Transit,126000
FLIRT3,58,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2017,58,Transit,126000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2017,17,Transit,667000
FLIRT3,36,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2017,36,Transit,126000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2018,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2018,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2018,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2018,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2018,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2018,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2018,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2018,5,Transit,108000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2018,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2018,6,Transit,39000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2018,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2018,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2018,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2018,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2018,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2018,45,Transit,84000
FLIRT3,6,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2018,6,Transit,126000
FLIRT3,58,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2018,58,Transit,126000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2018,17,Transit,667000
FLIRT3,36,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2018,36,Transit,126000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2019,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2019,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2019,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2019,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2019,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2019,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2019,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2019,5,Transit,108000
LINT42,25,65,630,2012,2019,41.8,https://nl.wikipedia.org/wiki/Coradia_LINT_(Nederland),2019,25,Transit,65000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2019,6,Transit,39000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2019,11,Transit,41000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2019,81,Transit,86000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2019,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2019,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2019,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2019,45,Transit,84000
FLIRT3,6,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2019,6,Transit,126000
FLIRT3,58,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2019,58,Transit,126000
e320,17,667,16000,2013,2019,390,https://en.wikipedia.org/wiki/British_Rail_Class_374,2019,17,Transit,667000
FLIRT3,36,126,3000,2016,2019,63,https://nl.wikipedia.org/wiki/Stadler_FLIRT,2019,36,Transit,126000
